"icd","icddesc","icdvers","hcc2013","hccesrd","hcc","rxhcc","inhcc2013","inhccesrd","inhcc","inrxhcc","year"
"1832","Mal neo fallopian tube ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"1833","Mal neo broad ligament ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"1834","Malig neo parametrium ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"1835","Mal neo round ligament ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"1838","Mal neo adnexa NEC ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"1839","Mal neo adnexa NOS ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"1840","Malign neopl vagina ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1841","Mal neo labia majora ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1842","Mal neo labia minora ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1843","Malign neopl clitoris ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1844","Malign neopl vulva NOS ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1848","Mal neo female genit NEC",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1849","Mal neo female genit NOS",9,10,11,11,,"Yes","Yes","Yes","No",2014
"185","Malign neopl prostate ",9,10,12,12,11,"Yes","Yes","Yes","Yes",2014
"1860","Mal neo undescend testis",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1869","Malig neo testis NEC ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1871","Malign neopl prepuce ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1872","Malig neo glans penis ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1873","Malig neo penis body ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1874","Malig neo penis NOS ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1875","Malig neo epididymis ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1876","Mal neo spermatic cord ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1877","Malign neopl scrotum ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1878","Mal neo male genital NEC",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1879","Mal neo male genital NOS",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1880","Mal neo bladder-trigone ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1881","Mal neo bladder-dome ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1882","Mal neo bladder-lateral ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1883","Mal neo bladder-anterior",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1884","Mal neo bladder-post ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1885","Mal neo bladder neck ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1886","Mal neo ureteric orifice",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1887","Malig neo urachus ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1888","Malig neo bladder NEC ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1889","Malig neo bladder NOS ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1890","Malig neopl kidney ",9,10,11,11,10,"Yes","Yes","Yes","Yes",2014
"1891","Malig neo renal pelvis ",9,10,11,11,10,"Yes","Yes","Yes","Yes",2014
"1892","Malign neopl ureter ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1893","Malign neopl urethra ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1894","Mal neo paraurethral ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1898","Mal neo urinary NEC ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1899","Mal neo urinary NOS ",9,10,11,11,,"Yes","Yes","Yes","No",2014
"1900","Malign neopl eyeball ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1901","Malign neopl orbit ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1902","Mal neo lacrimal gland ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1903","Mal neo conjunctiva ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1904","Malign neopl cornea ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1905","Malign neopl retina ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1906","Malign neopl choroid ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1907","Mal neo lacrimal duct ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1908","Malign neopl eye NEC ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1909","Malign neopl eye NOS ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1910","Malign neopl cerebrum ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1911","Malig neo frontal lobe ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1912","Mal neo temporal lobe ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1913","Mal neo parietal lobe ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1914","Mal neo occipital lobe ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1915","Mal neo cereb ventricle ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1916","Mal neo cerebellum NOS ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1917","Mal neo brain stem ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1918","Malig neo brain NEC ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1919","Malig neo brain NOS ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1920","Mal neo cranial nerves ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1921","Mal neo cerebral mening ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1922","Mal neo spinal cord ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1923","Mal neo spinal meninges ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1928","Mal neo nervous syst NEC",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1929","Mal neo nervous syst NOS",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"193","Malign neopl thyroid ",9,10,12,12,11,"Yes","Yes","Yes","Yes",2014
"1940","Malign neopl adrenal ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1941","Malig neo parathyroid ",9,10,12,12,11,"Yes","Yes","Yes","Yes",2014
"1943","Malig neo pituitary ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1944","Malign neo pineal gland ",9,9,10,10,11,"Yes","Yes","Yes","Yes",2014
"1945","Mal neo carotid body ",9,10,12,12,11,"Yes","Yes","Yes","Yes",2014
"1946","Mal neo paraganglia NEC ",9,10,12,12,11,"Yes","Yes","Yes","Yes",2014
"1948","Mal neo endocrine NEC ",9,10,12,12,11,"Yes","Yes","Yes","Yes",2014
"1949","Mal neo endocrine NOS ",9,10,12,12,11,"Yes","Yes","Yes","Yes",2014
"1950","Mal neo head/face/neck ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1951","Malign neopl thorax ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1952","Malig neo abdomen ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1953","Malign neopl pelvis ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1954","Malign neopl arm ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1955","Malign neopl leg ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1958","Malig neo site NEC ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1960","Mal neo lymph-head/neck ",9,7,8,8,,"Yes","Yes","Yes","No",2014
"1961","Mal neo lymph-intrathor ",9,7,8,8,,"Yes","Yes","Yes","No",2014
"1962","Mal neo lymph intra-abd ",9,7,8,8,,"Yes","Yes","Yes","No",2014
"1963","Mal neo lymph-axilla/arm",9,7,10,10,11,"Yes","Yes","Yes","Yes",2014
"1965","Mal neo lymph-inguin/leg",9,7,8,8,,"Yes","Yes","Yes","No",2014
"1966","Mal neo lymph-intrapelv ",9,7,8,8,,"Yes","Yes","Yes","No",2014
"1968","Mal neo lymph node-mult ",9,7,8,8,,"Yes","Yes","Yes","No",2014
"1969","Mal neo lymph node NOS ",9,7,10,10,11,"Yes","Yes","Yes","Yes",2014
"1970","Secondary malig neo lung",9,7,8,8,10,"Yes","Yes","Yes","Yes",2014
"1971","Sec mal neo mediastinum ",9,7,8,8,10,"Yes","Yes","Yes","Yes",2014
"1972","Second malig neo pleura ",9,7,8,8,10,"Yes","Yes","Yes","Yes",2014
"1973","Sec malig neo resp NEC ",9,7,8,8,10,"Yes","Yes","Yes","Yes",2014
"1974","Sec malig neo sm bowel ",9,7,8,8,10,"Yes","Yes","Yes","Yes",2014
"1975","Sec malig neo lg bowel ",9,7,8,8,10,"Yes","Yes","Yes","Yes",2014
"1976","Sec mal neo peritoneum ",9,7,8,8,10,"Yes","Yes","Yes","Yes",2014
"1977","Second malig neo liver ",9,7,8,8,10,"Yes","Yes","Yes","Yes",2014
"1978","Sec mal neo GI NEC ",9,7,8,8,10,"Yes","Yes","Yes","Yes",2014
"1980","Second malig neo kidney ",9,7,8,8,11,"Yes","Yes","Yes","Yes",2014
"1981","Sec malig neo urin NEC ",9,7,8,8,11,"Yes","Yes","Yes","Yes",2014
"1982","Secondary malig neo skin",9,7,10,10,,"Yes","Yes","Yes","No",2014
"1983","Sec mal neo brain/spine ",9,7,8,8,,"Yes","Yes","Yes","No",2014
"1984","Sec malig neo nerve NEC ",9,7,8,8,,"Yes","Yes","Yes","No",2014
"1985","Secondary malig neo bone",9,7,8,8,10,"Yes","Yes","Yes","Yes",2014
"1986","Second malig neo ovary ",9,7,8,8,11,"Yes","Yes","Yes","Yes",2014
"1987","Second malig neo adrenal",9,7,8,8,11,"Yes","Yes","Yes","Yes",2014
"19881","Second malig neo breast ",9,7,10,10,,"Yes","Yes","Yes","No",2014
"19882","Second malig neo genital",9,7,10,10,,"Yes","Yes","Yes","No",2014
"19889","Secondary malig neo NEC ",9,7,8,8,11,"Yes","Yes","Yes","Yes",2014
"1990","Malig neo disseminated ",9,7,8,8,11,"Yes","Yes","Yes","Yes",2014
"1991","Malignant neoplasm NOS ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"1992","Malig neopl-transp organ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"20000","Retclsrc unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20001","Reticulosarcoma head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20002","Reticulosarcoma thorax ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20003","Reticulosarcoma abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20004","Reticulosarcoma axilla ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20005","Reticulosarcoma inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20006","Reticulosarcoma pelvic ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20007","Reticulosarcoma spleen ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20008","Reticulosarcoma mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20010","Lymphsrc unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20011","Lymphosarcoma head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20012","Lymphosarcoma thorax ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20013","Lymphosarcoma abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20014","Lymphosarcoma axilla ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20015","Lymphosarcoma inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20016","Lymphosarcoma pelvic ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20017","Lymphosarcoma spleen ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20018","Lymphosarcoma mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20020","Brkt tmr unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20021","Burkitt's tumor head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20022","Burkitt's tumor thorax ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20023","Burkitt's tumor abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20024","Burkitt's tumor axilla ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20025","Burkitt's tumor inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20026","Burkitt's tumor pelvic ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20027","Burkitt's tumor spleen ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20028","Burkitt's tumor mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20030","Margnl zone lym xtrndl ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20031","Margin zone lym head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20032","Margin zone lym thorax ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20033","Margin zone lym abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20034","Margin zone lym axilla ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20035","Margin zone lym inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20036","Margin zone lym pelvic ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20037","Margin zone lymph spleen",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20038","Margin zone lymph multip",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20040","Mantle cell lym xtrrndl ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20041","Mantle cell lymph head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20042","Mantle cell lymph thorax",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20043","Mantle cell lymph abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20044","Mantle cell lymph axilla",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20045","Mantle cell lymph inguin",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20046","Mantle cell lymph pelvic",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20047","Mantle cell lymph spleen",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20048","Mantle cell lymph multip",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20050","Primary CNS lymph xtrndl",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20051","Primary CNS lymph head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20052","Primary CNS lymph thorax",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20053","Primary CNS lymph abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20054","Primary CNS lymph axilla",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20055","Primary CNS lym inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20056","Primary CNS lymph pelvic",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20057","Primary CNS lymph spleen",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20058","Primary CNS lymph multip",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20060","Anaplastic lymph xtrndl ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20061","Anaplastic lymph head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20062","Anaplastic lymph thorax ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20063","Anaplastic lymph abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20064","Anaplastic lymph axilla ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20065","Anaplastic lymph inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20066","Anaplastic lymph pelvic ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20067","Anaplastic lymph spleen ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20068","Anaplastic lymph multip ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20070","Large cell lymph xtrndl ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20071","Large cell lymphoma head",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20072","Large cell lymph thorax ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20073","Large cell lymph abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20074","Large cell lymph axilla ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20075","Large cell lymph inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20076","Large cell lymph pelvic ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20077","Large cell lymph spleen ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20078","Large cell lymph multip ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20080","Oth varn unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20081","Mixed lymphosarc head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20082","Mixed lymphosarc thorax ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20083","Mixed lymphosarc abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20084","Mixed lymphosarc axilla ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20085","Mixed lymphosarc inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20086","Mixed lymphosarc pelvic ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20087","Mixed lymphosarc spleen ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20088","Mixed lymphosarc mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20100","Hdgk prg unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20101","Hodgkins paragran head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20102","Hodgkins paragran thorax",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20103","Hodgkins paragran abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20104","Hodgkins paragran axilla",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20105","Hodgkins paragran inguin",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20106","Hodgkins paragran pelvic",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20107","Hodgkins paragran spleen",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20108","Hodgkins paragran mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20110","Hdgk grn unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20111","Hodgkins granulom head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20112","Hodgkins granulom thorax",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20113","Hodgkins granulom abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20114","Hodgkins granulom axilla",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20115","Hodgkins granulom inguin",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20116","Hodgkins granulom pelvic",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20117","Hodgkins granulom spleen",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20118","Hodgkins granulom mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20120","Hdgk src unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20121","Hodgkins sarcoma head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20122","Hodgkins sarcoma thorax ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20123","Hodgkins sarcoma abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20124","Hodgkins sarcoma axilla ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20125","Hodgkins sarcoma inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20126","Hodgkins sarcoma pelvic ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20127","Hodgkins sarcoma spleen ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20128","Hodgkins sarcoma mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20140","Lym-hst unsp xtrndl orgn",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20141","Hodg lymph-histio head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20142","Hodg lymph-histio thorax",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20143","Hodg lymph-histio abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20144","Hodg lymph-histio axilla",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20145","Hodg lymph-histio inguin",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20146","Hodg lymph-histio pelvic",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20147","Hodg lymph-histio spleen",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20148","Hodg lymph-histio mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20150","Ndr sclr unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20151","Hodg nodul sclero head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20152","Hodg nodul sclero thorax",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20153","Hodg nodul sclero abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20154","Hodg nodul sclero axilla",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20155","Hodg nodul sclero inguin",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20156","Hodg nodul sclero pelvic",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20157","Hodg nodul sclero spleen",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20158","Hodg nodul sclero mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20160","Mxd celr unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20161","Hodgkins mix cell head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20162","Hodgkins mix cell thorax",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20163","Hodgkins mix cell abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20164","Hodgkins mix cell axilla",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20165","Hodgkins mix cell inguin",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20166","Hodgkins mix cell pelvic",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20167","Hodgkins mix cell spleen",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20168","Hodgkins mix cell mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20170","Lym dplt unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20171","Hodg lymph deplet head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20172","Hodg lymph deplet thorax",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20173","Hodg lymph deplet abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20174","Hodg lymph deplet axilla",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20175","Hodg lymph deplet inguin",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20176","Hodg lymph deplet pelvic",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20177","Hodg lymph deplet spleen",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20178","Hodg lymph deplet mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20190","Hdgk dis unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20191","Hodgkins dis NOS head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20192","Hodgkins dis NOS thorax ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20193","Hodgkins dis NOS abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20194","Hodgkins dis NOS axilla ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20195","Hodgkins dis NOS inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20196","Hodgkins dis NOS pelvic ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20197","Hodgkins dis NOS spleen ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20198","Hodgkins dis NOS mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20200","Ndlr lym unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20201","Nodular lymphoma head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20202","Nodular lymphoma thorax ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20203","Nodular lymphoma abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20204","Nodular lymphoma axilla ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20205","Nodular lymphoma inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20206","Nodular lymphoma pelvic ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20207","Nodular lymphoma spleen ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20208","Nodular lymphoma mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20210","Mycs fng unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20211","Mycosis fungoides head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20212","Mycosis fungoides thorax",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20213","Mycosis fungoides abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20214","Mycosis fungoides axilla",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20215","Mycosis fungoides inguin",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20216","Mycosis fungoides pelvic",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20217","Mycosis fungoides spleen",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20218","Mycosis fungoides mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20220","Szry dis unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20221","Sezary's disease head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20222","Sezary's disease thorax ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20223","Sezary's disease abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20224","Sezary's disease axilla ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20225","Sezary's disease inguin ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20226","Sezary's disease pelvic ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20227","Sezary's disease spleen ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20228","Sezary's disease mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20230","Mlg hist unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20231","Mal histiocytosis head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20232","Mal histiocytosis thorax",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20233","Mal histiocytosis abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20234","Mal histiocytosis axilla",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20235","Mal histiocytosis inguin",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20236","Mal histiocytosis pelvic",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20237","Mal histiocytosis spleen",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20238","Mal histiocytosis mult ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20240","Lk rtctl unsp xtrndl org",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20241","Hairy-cell leukem head ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20242","Hairy-cell leukem thorax",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20243","Hairy-cell leukem abdom ",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20244","Hairy-cell leukem axilla",9,9,10,10,,"Yes","Yes","Yes","No",2014
"20245","Hairy-cell leukem inguin",9,9,10,10,,"Yes","Yes","Yes","No",2014
